var,construct,sub,first_val,first_val_label
YTIM1F01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,인터넷 및 TV강의 시간 / 평일,1,전혀 안 함
YTIM1F02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,인터넷 및 TV강의 시간 / 주말,1,전혀 안 함
YTIM1G01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,방과 후 학교 / 평일,1,전혀 안 함
YTIM1G02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,방과 후 학교 / 주말,1,전혀 안 함
YTIM1H01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,스스로 공부하는 시간(학교 및 학원 숙제 포함) / 평일,1,전혀 안 함
YTIM1H02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,스스로 공부하는 시간(학교 및 학원 숙제 포함) / 주말,1,전혀 안 함
YTIM1I01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,독서시간(교과서 및 참고서 외) / 평일,1,전혀 안 함
YTIM1I02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,독서시간(교과서 및 참고서 외) / 주말,1,전혀 안 함
YTIM1J01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,운동 및 신체활동 시간(학교 수업시간 외) / 평일,1,전혀 안 함
YTIM1J02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,운동 및 신체활동 시간(학교 수업시간 외) / 주말,1,전혀 안 함
YTIM1K01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,스마트폰을 가지고 노는 시간 / 평일,1,전혀 안 함
YTIM1K02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,스마트폰을 가지고 노는 시간 / 주말,1,전혀 안 함
YTIM1L01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,컴퓨터를 가지고 노는 시간 / 평일,1,전혀 안 함
YTIM1L02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,컴퓨터를 가지고 노는 시간 / 주말,1,전혀 안 함
YTIM1M01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,TV를 시청하며 노는 시간 / 평일,1,전혀 안 함
YTIM1M02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,TV를 시청하며 노는 시간 / 주말,1,전혀 안 함
YTIM1N01,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,위의 8)~11) 이외에 친구들과 노는 시간 / 평일,1,전혀 안 함
YTIM1N02,지난 학기(조사년도 1학기) 중 하루를 어떻게 보냈는지에 대한 질문입니다. 각 항목별로 응답해 주십시오.,위의 8)~11) 이외에 친구들과 노는 시간 / 주말,1,전혀 안 함
YMDA1A00,스마트폰을 사용합니까?,위의 8)~11) 이외에 친구들과 노는 시간 / 주말,1,예. 나의 스마트폰이 있음
YMDA1B01,스마트폰을 얼마나 자주 사용합니까?,가족과의 통화  / 주말,1,전혀 사용하지 않는다
YMDA1B02,스마트폰을 얼마나 자주 사용합니까?,"가족과의 문자 메시지(카톡, 라인 등 메신저 포함) / 주말",1,전혀 사용하지 않는다
YMDA1B03,스마트폰을 얼마나 자주 사용합니까?,친구와의 통화  / 주말,1,전혀 사용하지 않는다
YMDA1B04,스마트폰을 얼마나 자주 사용합니까?,"친구와의 문자 메시지(카톡, 라인 등 메신저 포함) / 주말",1,전혀 사용하지 않는다
YMDA1B05,스마트폰을 얼마나 자주 사용합니까?,"SNS(트위터, 페이스북, 인스타그램 등) 이용 / 주말",1,전혀 사용하지 않는다
YMDA1B06,스마트폰을 얼마나 자주 사용합니까?,게임 / 주말,1,전혀 사용하지 않는다
YMDA1B07,스마트폰을 얼마나 자주 사용합니까?,사진/동영상 촬영 / 주말,1,전혀 사용하지 않는다
YMDA1B08,스마트폰을 얼마나 자주 사용합니까?,"TV 및 동영상 시청(DMB, 아프리카 TV, 판도라 TV, 유튜브 등) / 주말",1,전혀 사용하지 않는다
YMDA1B09,스마트폰을 얼마나 자주 사용합니까?,음악 감상 / 주말,1,전혀 사용하지 않는다
YMDA1B10,스마트폰을 얼마나 자주 사용합니까?,"정보 검색(학교홈페이지, 뉴스, 포탈사이트, 웹서핑 등 학습·비학습 관련 모두 포함) / 주말",1,전혀 사용하지 않는다
YMDA1B11,스마트폰을 얼마나 자주 사용합니까?,"문서 보기(웹툰, e-Book 등) / 주말",1,전혀 사용하지 않는다
YMDA1B12,스마트폰을 얼마나 자주 사용합니까?,학업 또는 업무 관련 / 주말,1,전혀 사용하지 않는다
YMDA1B13,스마트폰을 얼마나 자주 사용합니까?,기타 / 주말,1,전혀 사용하지 않는다
YMDA1B13_T,스마트폰을 얼마나 자주 사용합니까?,기타 (구체적으로) / 주말,-,
YMDA1C01,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰의 지나친 사용으로 학교성적이 떨어진다 / 주말,1,전혀 그렇지 않다
YMDA1C02,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,수시로 스마트폰을 사용하다가 지적을 받은 적이 있다 / 주말,1,전혀 그렇지 않다
YMDA1C03,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰을 너무 자주 또는 오래한다고 가족이나 친구들로부터 불평을 들은 적이 있다 / 주말,1,전혀 그렇지 않다
YMDA1C04,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰을 사용하느라 지금 하고 있는 일(공부)에 집중이 안 된 적이 있다 / 주말,1,전혀 그렇지 않다
YMDA1C05,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰 사용이 지금 하고 있는 일(공부)에 방해가 되지 않는다 / 주말,1,전혀 그렇지 않다
YMDA1C06,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰을 사용하지 못하면 온 세상을 잃은 것 같은 생각이 든다 / 주말,1,전혀 그렇지 않다
YMDA1C07,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,가족이나 친구들과 함께 있는 것보다 스마트폰을 사용하고 있는 것이 더 즐겁다 / 주말,1,전혀 그렇지 않다
YMDA1C08,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰을 사용할 수 없게 된다면 견디기 힘들 것이다 / 주말,1,전혀 그렇지 않다
YMDA1C09,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰이 없으면 안절부절 못하고 초조해진다 / 주말,1,전혀 그렇지 않다
YMDA1C10,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰이 없어도 불안하지 않다 / 주말,1,전혀 그렇지 않다
YMDA1C11,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,"스마트폰이 옆에 없으면, 하루 종일 일(공부)이 손에 안 잡힌다 / 주말",1,전혀 그렇지 않다
YMDA1C12,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰 사용시간을 줄이려고 해보았지만 실패한다 / 주말,1,전혀 그렇지 않다
YMDA1C13,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰을 사용할 때 그만해야지 라고 생각은 하면서도 계속한다 / 주말,1,전혀 그렇지 않다
YMDA1C14,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰 사용에 많은 시간을 보내는 것이 습관화되었다 / 주말,1,전혀 그렇지 않다
YMDA1C15,스마트폰 이용에 대해 자신이 어떻게 느끼고 있는지 응답해 주십시오.,스마트폰 사용에 많은 시간을 보내지 않는다 / 주말,1,전혀 그렇지 않다
YACT1A01,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.",지난 1년간 참여 횟수 / 문화/예술 관련 활동(공연 감상 등),1,없다
YACT1A02,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 과학/정보 관련 활동(경진 대회, 과학 실험 등)",1,없다
YACT1A03,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 모험/개척 관련 활동(탐사·등반, 야영 등)",1,없다
YACT1A04,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 자원봉사활동(일손 돕기, 자선·구호 등)",1,없다
YACT1A05,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 직업/진로 관련 활동(직업 체험, 진로 탐색 등)",1,없다
YACT1A06,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.",지난 1년간 참여 횟수 / 국제 교류 활동,1,없다
YACT1A07,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 건강/보건 관련 활동(신체단련, 안전·응급처치 등)",1,없다
YACT1A08,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 자기(인성)계발 관련 활동(자기표현, 마음 수련 등)",1,없다
YACT1A09,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 환경 보존 관련 활동(생태·숲 체험, 환경 살리기 등)",1,없다
YACT1B01,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.",(참여한 적이 있다면) 만족도 / 문화/예술 관련 활동(공연 감상 등),1,전혀 만족하지 않는다
YACT1B02,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 과학/정보 관련 활동(경진 대회, 과학 실험 등)",1,전혀 만족하지 않는다
YACT1B03,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 모험/개척 관련 활동(탐사·등반, 야영 등)",1,전혀 만족하지 않는다
YACT1B04,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 자원봉사활동(일손 돕기, 자선·구호 등)",1,전혀 만족하지 않는다
YACT1B05,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 직업/진로 관련 활동(직업 체험, 진로 탐색 등)",1,전혀 만족하지 않는다
YACT1B06,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.",(참여한 적이 있다면) 만족도 / 국제 교류 활동,1,전혀 만족하지 않는다
YACT1B07,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 건강/보건 관련 활동(신체단련, 안전·응급처치 등)",1,전혀 만족하지 않는다
YACT1B08,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 자기(인성)계발 관련 활동(자기표현, 마음 수련 등)",1,전혀 만족하지 않는다
YACT1B09,"지난 1년 동안 다음과 같은 체험활동에 참여한 적이 있습니까? 참여한 적이 있다면 총 참여 횟수는 얼마나 되는지, 또한 참여 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면) 만족도 / 환경 보존 관련 활동(생태·숲 체험, 환경 살리기 등)",1,전혀 만족하지 않는다
YACT2A01,"지난 1년 동안 다음과 같은 동아리 활동에 참여한 경험이 있습니까?경험이 있다면 총 참여 횟수가 얼마나 되는지, 또한 그 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 교내 공식 동아리(방송반, 컴퓨터반 등 학교에서 인정한 모임)",1,없다
YACT2A02,"지난 1년 동안 다음과 같은 동아리 활동에 참여한 경험이 있습니까?경험이 있다면 총 참여 횟수가 얼마나 되는지, 또한 그 경험이 얼마나 만족스러웠는지 응답해 주십시오.","지난 1년간 참여 횟수 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,없다
YACT2B01,"지난 1년 동안 다음과 같은 동아리 활동에 참여한 경험이 있습니까?경험이 있다면 총 참여 횟수가 얼마나 되는지, 또한 그 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면)만족도 / 교내 공식 동아리(방송반, 컴퓨터반 등 학교에서 인정한 모임)",1,전혀 만족하지 않는다
YACT2B02,"지난 1년 동안 다음과 같은 동아리 활동에 참여한 경험이 있습니까?경험이 있다면 총 참여 횟수가 얼마나 되는지, 또한 그 경험이 얼마나 만족스러웠는지 응답해 주십시오.","(참여한 적이 있다면)만족도 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 만족하지 않는다
YACT3A00,특별히 좋아하는 연예인이나 운동선수가 있습니까?,"(참여한 적이 있다면)만족도 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,있다
YACT3B01,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬미팅(싸인회) 참석하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B02,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬클럽이나 팬카페 활동하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B03,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"방송국이나 공연장, 영화관(시사회), 경기장, 행사장가기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B04,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"팬레터 쓰기 및 메시지 보내기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B05,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"선물 보내기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B06,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"SNS, 블로그, 트위터, 기사 등에 댓글 달기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B07,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"사진과 동영상 감상 및 업로드하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B08,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"책, CD, DVD, 화보집 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YACT3B09,좋아하는 연예인이나 운동선수와 관련하여 다음과 같은 행동을 얼마나 자주 했는지 응답해 주십시오.,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀없다
YINT1A00,지난 학기(조사년도 1학기) 전 과목 성적은 다음 중 어디에 해당한다고 생각하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 못함
YINT1B00,지난 학기(조사년도 1학기) 학교성적에 대해 얼마나 만족하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 불만족
YEDU1A00,지난 학기(조사년도 1학기) 학교생활에 얼마나 만족하십니까?,"굿즈(응원봉, 캐릭터, 플래카드, 인형 등) 만들기 또는 구입하기 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,매우 불만족
YINT2A01,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 내가 하고 있는 공부의 의미와 목적을 분명히 안다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A02,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부란 도전해 볼만한 것이라고 생각한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A03,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부를 하면 뿌듯해진다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A04,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부를 통해 자아실현을 할 수 있다고 생각한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A05,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부할 때 힘이 나고 활기가 생긴다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A06,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부할 때 에너지가 생긴다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A07,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부할 때 정신적으로 힘이 난다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A08,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"아침에 일어나면 수업 들으러 학교에 가고 싶다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A09,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부를 잘한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A10,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부에 있어 누구에게도 뒤지지 않는다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A11,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부에 자신이 있다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A12,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 어려운 과제도 충분히 해결할 만한 능력이 있다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A13,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부할 때 내 주변의 다른 모든 것을 잊어버린다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A14,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부를 시작하면 푹 빠진다  / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A15,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"공부를 하다보면 나도 모르게 집중할 때가 있다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2A16,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"나는 공부할 때 시간이 잘 간다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2B01,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"실력 차이를 내 힘으로 극복할 수는 없다고 생각한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
YINT2B02,다음 각 문항에 대하여 자신에게 해당되는 항목에 응답해 주십시오.,"아무리 공부해도 내가 지금보다 더 잘할 수는 없다고 생각한다 / 교외 공식 동아리(청소년수련관, 사회복지관 등에서 지원하는 모임)",1,전혀 그렇지 않다
